id,url,method,path,auth_level,degree
75b5ef2fec09,https://www.zhihu.com/term/privacy#管理账号、发布的内容与相关记录,GET,/term/privacy,none,3
6f4b10fb8bec,https://www.zhihu.com/term/privacy#安全认证,GET,/term/privacy,none,3
cd7cf69b47f1,https://www.zhihu.com/term/privacy#响应您的上述请求,GET,/term/privacy,none,3
1eb5f211ff73,https://www.zhihu.com/term/privacy#我们如何收集和使用您的个人信息,GET,/term/privacy,none,3
7281b9a629fc,https://www.zhihu.com/term/privacy#转让您的个人信息,GET,/term/privacy,none,3
6014df50f6e7,https://www.zhihu.com/term/privacy#委托处理您的个人信息,GET,/term/privacy,none,3
efa72ca34cdc,https://www.zhihu.com/term/privacy#您如何管理您的个人信息,GET,/term/privacy,none,3
6f47d2755fd0,https://www.zhihu.com/term/privacy#您如何联系我们,GET,/term/privacy,none,3
a1316da31706,https://www.zhihu.com/term/privacy#共享您的个人信息,GET,/term/privacy,none,3
2fe616aa6e22,https://www.zhihu.com/term/privacy#删除您的个人信息,GET,/term/privacy,none,4
25bdcd42bde0,https://www.zhihu.com/term/old-privacy-4,GET,/term/old-privacy-4,none,31
2b97ebef801d,https://www.zhihu.com/term/old-privacy-3,GET,/term/old-privacy-3,none,41
4687a81c557d,https://www.zhihu.com/term/privacy#我们如何委托处理、共享、转让、公开披露您的个人信息,GET,/term/privacy,none,3
420d1c85caa7,https://www.zhihu.com/term/privacy#争议解决,GET,/term/privacy,none,3
8db6513bec00,https://www.zhihu.com/term/privacy#注销知乎账号,GET,/term/privacy,none,3
b6d719d19548,https://www.zhihu.com/term/privacy#限制处理您的个人信息,GET,/term/privacy,none,3
fcc58112398f,https://www.zhihu.com/term/privacy#我们如何存储您的个人信息,GET,/term/privacy,none,3
2d57002b780e,https://www.zhihu.com/term/permission,GET,/term/permission,none,3
c69cf55eea89,https://www.zhihu.com/term/privacy#我们如何处理未成年人的个人信息,GET,/term/privacy,none,3
fe34b83cd9c7,https://www.zhihu.com/term/privacy#我们如何使用-Cookie-和其他技术,GET,/term/privacy,none,3
fdc7a404ce5b,https://www.zhihu.com/term/old-privacy-5-1,GET,/term/old-privacy-5-1,none,31
a5418957063b,https://www.zhihu.com/term/privacy#技术措施与数据安全措施,GET,/term/privacy,none,4
ebf9548121c4,https://www.zhihu.com/term/privacy#安全事件处置,GET,/term/privacy,none,3
444536113afd,https://www.zhihu.com/special/2050893149845956359#NewsSpecial-SubModule-2050893741293151700,GET,/special/2050893149845956359,user,20
db7026df08f2,https://www.zhihu.com/people/mao-ling-44,GET,/people/mao-ling-44,none,2
d4747f2d3744,https://www.zhihu.com/column/songxiaonong-car,GET,/column/songxiaonong-car,none,2
0b217e19ca2b,https://www.zhihu.com/question/6205562565,GET,/question/6205562565,user,2
b09fa1fa64f5,https://www.zhihu.com/special/2030234245487138378#NewsSpecial-SubModule-2030235103373288250,GET,/special/2030234245487138378,user,11
5b6c48ebfadc,https://www.zhihu.com/people/xxj007,GET,/people/xxj007,none,2
765caa3bd0e8,https://www.zhihu.com/question/19581624,GET,/question/19581624,user,2
6bb479e97dfb,https://www.zhihu.com/question/2053069780198876400,GET,/question/2053069780198876400,user,1
0e5b988db973,https://www.zhihu.com/question/661659664,GET,/question/661659664,user,2
faf589dc4008,https://www.zhihu.com/question/2052111489327281889,GET,/question/2052111489327281889,user,2
f8f8191f4178,https://www.zhihu.com/question/15225561231,GET,/question/15225561231,user,2
7440a4e42091,https://www.zhihu.com/special/2037528715861698118#NewsSpecial-SubModule-2037529188819849940,GET,/special/2037528715861698118,user,11
bf57e6a482f4,https://www.zhihu.com/special/2040843602801202710#NewsSpecial-SubModule-2040844475593971410,GET,/special/2040843602801202710,user,14
f7062d5d70b0,https://www.zhihu.com/question/1925647521079881894,GET,/question/1925647521079881894,user,2
2e81c1ecbc40,https://www.zhihu.com/knowledge-plan/potential-question/potential/0/all,GET,/knowledge-plan/potential-question/potential/0/all,none,9
b75f5f2e31e2,https://www.zhihu.com/question/10253903561,GET,/question/10253903561,user,2
3846a677a307,https://www.zhihu.com/question/1960475730778489900,GET,/question/1960475730778489900,user,2
a2c5d5457ede,https://www.zhihu.com/question/25009199,GET,/question/25009199,user,2
ab37f26ca007,https://www.zhihu.com/question/265304711,GET,/question/265304711,user,2
87c59329ec15,https://www.zhihu.com/special/2050893149845956359,GET,/special/2050893149845956359,user,1
d4a04c7ae234,https://www.zhihu.com/question/1910659598374896405,GET,/question/1910659598374896405,user,2
16680989e8b9,https://www.zhihu.com/question/1949077274205840661,GET,/question/1949077274205840661,user,2
3601c7dc12d2,https://www.zhihu.com/people/wu-yu-ba-bi-lun,GET,/people/wu-yu-ba-bi-lun,none,2
7e3f991858e3,https://www.zhihu.com/question/1895442339310298028,GET,/question/1895442339310298028,user,2
0ddb7afae4b4,https://www.zhihu.com/question/1935592269626454541,GET,/question/1935592269626454541,user,2
07f6c5af07ef,https://www.zhihu.com/answer/1983846137153741800,GET,/answer/1983846137153741800,user,2
7147e9059f8d,https://www.zhihu.com/answer/2049030620978980000,GET,/answer/2049030620978980000,user,2
532bb154753b,https://www.zhihu.com/question/2053070523832038400,GET,/question/2053070523832038400,user,2
4e0ebf452864,https://www.zhihu.com/answer/2052899071548036000,GET,/answer/2052899071548036000,user,2
accd0e641582,https://www.zhihu.com/question/2053069466586633200,GET,/question/2053069466586633200,user,2
78e70f6d773f,https://www.zhihu.com/special/2050893149845956359#NewsSpecial-SubModule-2050893687228572583,GET,/special/2050893149845956359,user,1
83dcc5fcb947,https://www.zhihu.com/question/1989654698991585000,GET,/question/1989654698991585000,user,2
8183272108f2,https://www.zhihu.com/people/simple_design,GET,/people/simple_design,none,2
3d847264ac4d,https://www.zhihu.com/special/2030234245487138378#NewsSpecial-SubModule-2030234577080423656,GET,/special/2030234245487138378,user,1
2474dec3730f,https://www.zhihu.com/special/2030234245487138378#NewsSpecial-SubModule-2030236162615457712,GET,/special/2030234245487138378,user,1
75468e858e43,https://www.zhihu.com/question/1996543166837462800,GET,/question/1996543166837462800,user,2
a4474babb3a3,https://www.zhihu.com/question/640643008,GET,/question/640643008,user,2
9c6932de550b,https://www.zhihu.com/question/660077479,GET,/question/660077479,user,2
71b8ad88b847,https://www.zhihu.com/column/designero,GET,/column/designero,none,2
90df29f0fd17,https://www.zhihu.com/special/2040843602801202710,GET,/special/2040843602801202710,user,1
ea8425e41188,https://www.zhihu.com/question/10870787884,GET,/question/10870787884,user,2
cd82c74e1fdd,https://www.zhihu.com/answer/2049233731269945000,GET,/answer/2049233731269945000,user,2
24a35a4759c2,https://www.zhihu.com/question/2052883811151745057,GET,/question/2052883811151745057,user,1
bb28c101ca36,https://www.zhihu.com/collection/43773209,GET,/collection/43773209,user,11
0ce40ff3ffab,https://www.zhihu.com/collection/29711207,GET,/collection/29711207,user,5
3e6427100bf6,https://www.zhihu.com/question/2049771223249318700,GET,/question/2049771223249318700,user,2
25969ce31009,https://www.zhihu.com/answer/2052739835484492300,GET,/answer/2052739835484492300,user,2
3eb38a3016c2,https://www.zhihu.com/question/2050948264006873000,GET,/question/2050948264006873000,user,2
82ace54133ac,https://www.zhihu.com/question/1922975871586791809,GET,/question/1922975871586791809,user,1
53e93c0a16b9,https://www.zhihu.com/question/1892955223472960751,GET,/question/1892955223472960751,user,1
fbb2a43b0bde,https://www.zhihu.com/column/yiyuguancha,GET,/column/yiyuguancha,none,2
53f95fa9ec1f,https://www.zhihu.com/question/1982190103318192644,GET,/question/1982190103318192644,user,1
d7de3fbd58a1,https://www.zhihu.com/answer/2051603411708261400,GET,/answer/2051603411708261400,user,2
0d1587c7ae04,https://www.zhihu.com/question/464057721,GET,/question/464057721,user,1
eb8a18abefb4,https://www.zhihu.com/question/2051594966070195661,GET,/question/2051594966070195661,user,2
b43633861bee,https://www.zhihu.com/column/investmentclub,GET,/column/investmentclub,none,2
96fe32704727,https://www.zhihu.com/special/2037528715861698118#NewsSpecial-SubModule-2037529133991843014,GET,/special/2037528715861698118,user,1
fb9325e1ca5f,https://www.zhihu.com/question/2042900737710094115,GET,/question/2042900737710094115,user,2
b7007c51961c,https://www.zhihu.com/special/2030234245487138378,GET,/special/2030234245487138378,user,1
b4d45defb7ba,https://www.zhihu.com/special/2040843602801202710#NewsSpecial-SubModule-2040844394820002854,GET,/special/2040843602801202710,user,1
02a2043435f2,https://www.zhihu.com/special/2037528715861698118,GET,/special/2037528715861698118,user,1
691c68f48300,https://www.zhihu.com/answer/1981759009187989000,GET,/answer/1981759009187989000,user,1
027e5ed48695,https://www.zhihu.com/answer/2052889285800597200,GET,/answer/2052889285800597200,user,2
2905a6494717,https://www.zhihu.com/knowledge-plan/hot-question/hot/0/hour,GET,/knowledge-plan/hot-question/hot/0/hour,none,5
91a835e0da28,https://www.zhihu.com/collection/30737131,GET,/collection/30737131,user,5
7cf59db3db78,https://www.zhihu.com/special/2050893149845956359#NewsSpecial-SubModule-2050893598414181452,GET,/special/2050893149845956359,user,1
2671b9fe97a5,https://www.zhihu.com/question/23447976,GET,/question/23447976,user,2
704055bb9bc2,https://www.zhihu.com/special/all,GET,/special/all,none,41
b899f49c63be,https://www.zhihu.com/special/2037528715861698118#NewsSpecial-SubModule-2037529056682435915,GET,/special/2037528715861698118,user,1
c1185793e5f1,https://www.zhihu.com/collection/hot,GET,/collection/hot,none,3
f05b7ac55b78,https://www.zhihu.com/question/5466659276,GET,/question/5466659276,user,1
aa857b6c9d6e,https://www.zhihu.com/special/2040843602801202710#NewsSpecial-SubModule-2040844290625098875,GET,/special/2040843602801202710,user,1
7d7298bcb41d,https://www.zhihu.com/collection/29767793,GET,/collection/29767793,user,5
